[ 2025-05-10 16:37:51,894 ] 18 root - INFO - initiate data ingestion
[ 2025-05-10 16:38:00,680 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-05-10 16:38:00,680 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-05-10 16:38:00,680 ] 75 root - INFO - Exporting train and test file path.
[ 2025-05-10 16:38:00,733 ] 84 root - INFO - Exported train and test file path.
[ 2025-05-10 16:38:00,733 ] 21 root - INFO - Data ingetion completed
[ 2025-05-10 16:38:00,738 ] 26 root - INFO - Initiated data validation
[ 2025-05-10 16:38:00,828 ] 36 root - INFO - Required number of columns: 31
[ 2025-05-10 16:38:00,831 ] 37 root - INFO - DataFrame has columns: 31
[ 2025-05-10 16:38:00,831 ] 36 root - INFO - Required number of columns: 31
[ 2025-05-10 16:38:00,831 ] 37 root - INFO - DataFrame has columns: 31
[ 2025-05-10 16:38:00,976 ] 29 root - INFO - Data validation completed
[ 2025-05-10 16:38:00,976 ] 44 root - INFO - Enterd the data transformation stage
[ 2025-05-10 16:38:00,976 ] 46 root - INFO - Started data transformation
[ 2025-05-10 16:38:01,000 ] 34 root - INFO - Entered get_data_transformer_objec method of Transformation clsas
[ 2025-05-10 16:38:01,000 ] 37 root - INFO - Initialzed KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-05-10 16:38:01,013 ] 51 root - INFO - Entered the save object method of MainUtil class
[ 2025-05-10 16:38:01,016 ] 55 root - INFO - Exited the save_object method of  MainUtils class
[ 2025-05-10 16:38:01,016 ] 35 root - INFO - Data Transformation completed
[ 2025-05-10 16:38:01,017 ] 39 root - INFO - Model Training started
