[ 2025-05-08 17:17:26,510 ] 148 numexpr.utils - INFO - Note: NumExpr detected 12 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
[ 2025-05-08 17:17:26,510 ] 161 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2025-05-08 17:17:27,519 ] 16 root - INFO - initiate data ingestion
[ 2025-05-08 17:17:36,891 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-05-08 17:17:36,891 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-05-08 17:17:36,892 ] 75 root - INFO - Exporting train and test file path.
[ 2025-05-08 17:17:36,938 ] 84 root - INFO - Exported train and test file path.
[ 2025-05-08 17:17:36,939 ] 19 root - INFO - Data ingetion completed
[ 2025-05-08 17:17:36,943 ] 24 root - INFO - Initiated data validation
[ 2025-05-08 17:17:37,032 ] 36 root - INFO - Required number of columns: 31
[ 2025-05-08 17:17:37,032 ] 37 root - INFO - DataFrame has columns: 31
[ 2025-05-08 17:17:37,032 ] 36 root - INFO - Required number of columns: 31
[ 2025-05-08 17:17:37,032 ] 37 root - INFO - DataFrame has columns: 31
